"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.697692,35.225258,"Kanagawa",2022,1,10,"cdround","https://www.inaturalist.org/observations/104945534","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456052380","104945534",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.565359,35.335359,"Kanagawa",2022,3,14,"cdround","https://www.inaturalist.org/observations/108580428","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743123996","108580428",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",136.921214,35.214321,"Aichi",2022,3,30,"cdround","https://www.inaturalist.org/observations/109909031","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759643367","109909031",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.607635,35.357185,"Kanagawa",2022,4,10,"cdround","https://www.inaturalist.org/observations/110933906","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759292461","110933906",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.989394,36.466899,"Tochigi",2022,4,8,"cdround","https://www.inaturalist.org/observations/111087175","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759295544","111087175",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.459432,35.410764,"Tokyo",2022,4,12,"cdround","https://www.inaturalist.org/observations/111760031","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759483216","111760031",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",138.247077,36.404101,"Nagano",2022,4,9,"cdround","https://www.inaturalist.org/observations/111071546","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759489556","111071546",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.555619,35.427333,"Kanagawa",2022,4,9,"cdround","https://www.inaturalist.org/observations/110842139","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3759624382","110842139",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.255904,35.630107,"Tokyo",2022,4,10,"cdround","https://www.inaturalist.org/observations/110973069","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3759685484","110973069",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.418788,35.436212,"Kanagawa",2022,4,9,"cdround","https://www.inaturalist.org/observations/111374492","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759704894","111374492",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",136.909842,35.126182,"Aichi",2022,4,12,"cdround","https://www.inaturalist.org/observations/111150384","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759722629","111150384",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.574869,35.528518,"Tokyo",2022,4,11,"cdround","https://www.inaturalist.org/observations/111758271","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760197183","111758271",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.491991,35.517669,"Tokyo",2022,4,11,"cdround","https://www.inaturalist.org/observations/111758274","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760204282","111758274",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.589152,35.479012,"Tokyo",2022,4,12,"cdround","https://www.inaturalist.org/observations/111760029","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760403235","111760029",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.006499,35.265905,"Kanagawa",2022,4,23,"cdround","https://www.inaturalist.org/observations/112649686","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3764079741","112649686",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.532027,35.519258,"Tokyo",2022,4,19,"cdround","https://www.inaturalist.org/observations/112453736","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764138578","112453736",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.5462,35.655314,"Tokyo",2022,4,17,"cdround","https://www.inaturalist.org/observations/112636138","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764140720","112636138",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.554495,35.425497,"Tokyo",2022,4,21,"cdround","https://www.inaturalist.org/observations/112507046","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764141630","112507046",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.595048,35.406313,"Tokyo",2022,4,22,"cdround","https://www.inaturalist.org/observations/112602023","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764197705","112602023",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.535891,35.458732,"Tokyo",2022,4,28,"cdround","https://www.inaturalist.org/observations/113344765","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772437699","113344765",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.553805,35.536263,"Tokyo",2022,4,27,"cdround","https://www.inaturalist.org/observations/113338404","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772604687","113338404",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.57385,35.455571,"Tokyo",2022,4,27,"cdround","https://www.inaturalist.org/observations/113338407","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772636659","113338407",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.512869,35.486689,"Kanagawa",2022,4,30,"cdround","https://www.inaturalist.org/observations/114926760","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773506821","114926760",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",138.210684,36.821731,"Nagano",2022,5,6,"cdround","https://www.inaturalist.org/observations/115690321","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772979866","115690321",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.554166,35.429166,"Kanagawa",2022,5,8,"cdround","https://www.inaturalist.org/observations/116084037","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3773361443","116084037",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.514091,35.46984,"Tokyo",2022,5,2,"cdround","https://www.inaturalist.org/observations/115069334","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773427138","115069334",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.213543,35.523289,"Kanagawa",2022,5,4,"cdround","https://www.inaturalist.org/observations/115337970","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773507300","115337970",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.444098,35.478111,"Kanagawa",2022,5,5,"cdround","https://www.inaturalist.org/observations/115711029","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3773634797","115711029",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",140.164048,39.625606,"Akita",2022,5,5,"cdround","https://www.inaturalist.org/observations/115510426","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773767482","115510426",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.762734,35.597061,"Tokyo",2022,5,18,"cdround","https://www.inaturalist.org/observations/117558209","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3785108589","117558209",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.582422,35.50088,"Tokyo",2022,5,11,"cdround","https://www.inaturalist.org/observations/117973454","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802307793","117973454",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",137.03824,35.289263,"Aichi",2022,5,22,"cdround","https://www.inaturalist.org/observations/118494899","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802394720","118494899",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.55567,35.547184,"Kanagawa",2022,5,22,"cdround","https://www.inaturalist.org/observations/118331162","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802712841","118331162",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.493194,35.41573,"Tokyo",2022,5,24,"cdround","https://www.inaturalist.org/observations/118870565","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858291236","118870565",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",136.910037,34.894855,"Aichi",2022,5,28,"cdround","https://www.inaturalist.org/observations/119092233","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858670435","119092233",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",135.743067,33.860783,"Wakayama",2022,5,28,"cdround","https://www.inaturalist.org/observations/119024051","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860499338","119024051",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",140.099068,36.027024,"Ibaraki",2022,6,2,"cdround","https://www.inaturalist.org/observations/119828208","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858564049","119828208",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.578095,35.436323,"Kanagawa",2022,6,12,"cdround","https://www.inaturalist.org/observations/121401180","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858671452","121401180",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.582444,35.599055,"Tokyo",2022,6,20,"cdround","https://www.inaturalist.org/observations/123493884","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858733256","123493884",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.526315,35.516616,"Tokyo",2022,6,24,"cdround","https://www.inaturalist.org/observations/123784949","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858783405","123784949",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.432967,35.522963,"Tokyo",2022,6,24,"cdround","https://www.inaturalist.org/observations/123784934","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858853305","123784934",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.592289,35.573289,"Tokyo",2022,6,26,"cdround","https://www.inaturalist.org/observations/123937153","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858919536","123937153",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.49798,35.483314,"Tokyo",2022,6,2,"cdround","https://www.inaturalist.org/observations/120302299","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859500502","120302299",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.528092,35.49918,"Tokyo",2022,6,21,"cdround","https://www.inaturalist.org/observations/123626593","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859551386","123626593",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.491659,35.593659,"Tokyo",2022,6,1,"cdround","https://www.inaturalist.org/observations/120300505","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859677476","120300505",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.713745,35.699318,"Tokyo",2022,6,19,"cdround","https://www.inaturalist.org/observations/122434674","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859740234","122434674",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.558745,35.577136,"Tokyo",2022,6,13,"cdround","https://www.inaturalist.org/observations/123052244","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859816729","123052244",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.499544,35.4185,"Tokyo",2022,6,17,"cdround","https://www.inaturalist.org/observations/123434480","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860006217","123434480",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.484903,35.544263,"Tokyo",2022,6,22,"cdround","https://www.inaturalist.org/observations/123659259","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860241322","123659259",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.499572,35.523365,"Tokyo",2022,6,17,"cdround","https://www.inaturalist.org/observations/123443033","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860741079","123443033",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.544991,35.506759,"Tokyo",2022,6,17,"cdround","https://www.inaturalist.org/observations/123443035","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860764063","123443035",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",136.94448,35.378647,"Aichi",2022,6,26,"cdround","https://www.inaturalist.org/observations/126564937","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874144931","126564937",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",137.054383,35.219017,"Aichi",2022,7,6,"cdround","https://www.inaturalist.org/observations/124952572","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858982384","124952572",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.590668,36.751183,"Tochigi",2022,7,6,"cdround","https://www.inaturalist.org/observations/124982081","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860142405","124982081",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",137.263793,34.897297,"Aichi",2022,7,24,"cdround","https://www.inaturalist.org/observations/127642482","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873423203","127642482",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.452916,38.063543,"Niigata",2022,7,10,"cdround","https://www.inaturalist.org/observations/126065611","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873510759","126065611",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.610989,35.348186,"Kanagawa",2022,7,10,"cdround","https://www.inaturalist.org/observations/125550609","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873571672","125550609",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.610826,35.349418,"Kanagawa",2022,7,18,"cdround","https://www.inaturalist.org/observations/126773402","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873589120","126773402",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.261107,35.908591,"Saitama",2022,7,23,"cdround","https://www.inaturalist.org/observations/127471072","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873781630","127471072",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",140.115831,36.156503,"Ibaraki",2022,7,18,"cdround","https://www.inaturalist.org/observations/126752987","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873934390","126752987",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",138.208262,36.823047,"Nagano",2022,7,29,"cdround","https://www.inaturalist.org/observations/128438400","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881345953","128438400",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.458616,35.452865,"Tokyo",2022,7,6,"cdround","https://www.inaturalist.org/observations/128692392","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881439168","128692392",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.597942,35.51139,"Tokyo",2022,7,7,"cdround","https://www.inaturalist.org/observations/128893776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881468799","128893776",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.581749,35.534328,"Tokyo",2022,7,5,"cdround","https://www.inaturalist.org/observations/128452135","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881590048","128452135",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.474912,35.469539,"Tokyo",2022,7,9,"cdround","https://www.inaturalist.org/observations/129130771","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881640444","129130771",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.593968,35.635057,"Tokyo",2022,8,1,"cdround","https://www.inaturalist.org/observations/128884854","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881376959","128884854",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.227838,35.626302,"Tokyo",2022,8,1,"cdround","https://www.inaturalist.org/observations/128957252","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881845606","128957252",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.552571,35.424234,"Kanagawa",2021,2,14,"cdround","https://www.inaturalist.org/observations/69556063","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3070521298","69556063",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.574733,35.716669,"Tokyo",2021,3,29,"cdround","https://www.inaturalist.org/observations/72344178","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070370062","72344178",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.571705,35.54338,"Tokyo",2021,3,29,"cdround","https://www.inaturalist.org/observations/72426473","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070674337","72426473",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon finitimus",139.434398,35.659621,"Tokyo",2021,3,26,"cdround","https://www.inaturalist.org/observations/72068007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070707507","72068007",NA,NA,NA
