"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","elevation","elevationAccuracy","continent","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.52914,25.006936,"Taipei",2022,3,26,"cdround","https://www.inaturalist.org/observations/118256324","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802662092","118256324",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.59574,24.755676,"Taiwan",2022,4,14,"cdround","https://www.inaturalist.org/observations/111415716","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759756943","111415716",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.895792,24.942298,"Taiwan",2022,4,26,"cdround","https://www.inaturalist.org/observations/112947858","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764102023","112947858",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.59582,24.755692,"Taiwan",2022,4,14,"cdround","https://www.inaturalist.org/observations/111416020","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764206436","111416020",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.89621,24.942553,"Taiwan",2022,4,29,"cdround","https://www.inaturalist.org/observations/124188446","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860553707","124188446",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.783591,25.191544,"Taiwan",2022,5,31,"cdround","https://www.inaturalist.org/observations/119538918","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859480799","119538918",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.595296,24.756437,"New Taipei",2022,6,10,"cdround","https://www.inaturalist.org/observations/121735544","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858604700","121735544",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.594028,25.122593,"Taipei",2022,7,4,"cdround","https://www.inaturalist.org/observations/124804373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873504951","124804373",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.509925,25.285855,"New Taipei",2021,4,26,"","https://www.inaturalist.org/observations/87373315","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335063526","87373315",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.510115,25.28928,"New Taipei",2021,4,23,"","https://www.inaturalist.org/observations/87371089","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335344527","87371089",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.50957,25.28697,"New Taipei",2021,4,23,"","https://www.inaturalist.org/observations/87371078","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335353513","87371078",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.509468,25.287515,"New Taipei",2021,4,21,"cdround","https://www.inaturalist.org/observations/87370476","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335388528","87370476",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.511617,25.288618,"New Taipei",2021,4,23,"cdround","https://www.inaturalist.org/observations/87371095","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335437523","87371095",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.596787,25.1658,"New Taipei",2021,5,1,"cdround","https://www.inaturalist.org/observations/76106752","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112375897","76106752",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.566994,25.266444,"New Taipei",2021,5,8,"cdround","https://www.inaturalist.org/observations/77857495","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113337863","77857495",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.499979,24.936076,"New Taipei",2021,5,14,"cdround","https://www.inaturalist.org/observations/79387801","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118324545","79387801",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.622692,24.755133,"Taiwan",2021,5,9,"cdround","https://www.inaturalist.org/observations/79368419","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118418527","79368419",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.514427,25.177546,"New Taipei",2021,5,16,"cdround","https://www.inaturalist.org/observations/81136931","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3301988831","81136931",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.804485,24.614222,"Taiwan",2021,8,23,"cdround","https://www.inaturalist.org/observations/94908770","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3391582552","94908770",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.635375,24.75543,"Taiwan",2021,11,6,"","https://www.inaturalist.org/observations/100465911","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455444654","100465911",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.797298,25.146312,"Taiwan",2020,3,16,"cdround","https://www.inaturalist.org/observations/55815833","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850730837","55815833",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.584925,25.163904,"Taipei",2020,3,26,"cdround","https://www.inaturalist.org/observations/55912097","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850747983","55912097",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.580737,24.995894,"Taipei",2020,3,6,"cdround","https://www.inaturalist.org/observations/101408932","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415955541","101408932",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.580445,24.994815,"Taipei",2020,4,18,"","https://www.inaturalist.org/observations/68267111","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032130110","68267111",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.548211,25.290568,"New Taipei",2020,5,1,"cdround","https://www.inaturalist.org/observations/45055422","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620146088","45055422",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.500643,24.953456,"New Taipei",2020,5,20,"cdround","https://www.inaturalist.org/observations/46566850","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109200378","46566850",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.569925,25.107125,"Taipei",2020,7,9,"","https://www.inaturalist.org/observations/52466092","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759059448","52466092",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.705406,25.158141,"Taiwan",2020,9,8,"cdround","https://www.inaturalist.org/observations/68856459","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039396040","68856459",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.941534,24.840573,"Taiwan",2020,10,12,"cdround","https://www.inaturalist.org/observations/62638733","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2898477231","62638733",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.528317,24.877158,"New Taipei",2020,11,18,"cdround","https://www.inaturalist.org/observations/66947064","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008461011","66947064",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.914962,25.014293,"New Taipei",2019,4,28,"","https://www.inaturalist.org/observations/40956292","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603344837","40956292",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.637545,24.754776,"Taiwan",2019,4,6,"cdround","https://www.inaturalist.org/observations/22345925","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3881720312","22345925",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.735701,24.822556,"Taiwan",2019,5,26,"cdround","https://www.inaturalist.org/observations/39640007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2579234934","39640007",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.537051,24.88314,"New Taipei",2019,6,5,"cdround","https://www.inaturalist.org/observations/35995915","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603470087","35995915",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.57029,24.99861,"Taipei",2019,12,15,"cdround","https://www.inaturalist.org/observations/36787058","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2529294999","36787058",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.80218,25.146628,"Taiwan",2018,3,30,"cdround","https://www.inaturalist.org/observations/30482083","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2350339610","30482083",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.523103,25.186508,"New Taipei",2018,5,31,"cdround","https://www.inaturalist.org/observations/13056326","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848795352","13056326",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.775381,25.149393,"Taiwan",2018,5,2,"cdround","https://www.inaturalist.org/observations/26489952","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2265806545","26489952",NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Takydromus viridipunctatus",121.689,25.0082,NA,2017,2,17,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774350493",NA,"<U+6C38><U+5B9A><U+570B><U+5C0F>",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.533379,24.950902,"New Taipei",2017,4,25,"cdround","https://www.inaturalist.org/observations/112941062","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772832587","112941062",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.06,24.9209,NA,2017,5,21,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864147255",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.548957,25.289921,"New Taipei",2017,5,22,"cdround","https://www.inaturalist.org/observations/19985107","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1990629480","19985107",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.53316,24.951287,"New Taipei",2017,5,19,"cdround","https://www.inaturalist.org/observations/35116596","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603470078","35116596",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.41358,25.11285,NA,2017,7,10,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149912",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.541924,24.938033,NA,2016,4,7,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864135884",NA,NA,NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Takydromus viridipunctatus",121.825,25.0824,NA,2016,5,3,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774345498",NA,"<U+54E1><U+5C71><U+5B50><U+5206><U+6D2A><U+4FAF><U+7850><U+4ECB><U+58FD><U+6A4B>",NA,NA,NA,NA,NA
"83cbdde7-998f-4354-95de-72d885cc5863","OCCURRENCE","PRESENT","Takydromus viridipunctatus",121.536,24.9431,NA,2016,8,1,"",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3774355504",NA,"<U+76F4><U+6F6D>",NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.545177,24.940359,NA,2015,9,5,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864131399",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.363907,25.098036,"New Taipei",2014,4,28,"","https://www.inaturalist.org/observations/1063443","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1838011426","1063443",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.640133,24.995865,"New Taipei",2011,4,22,"cdround","https://www.inaturalist.org/observations/13269800","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880472471","13269800",NA,NA,NA,NA,NA,NA
"fe34f771-4df6-4f07-910b-12948dde2180","PRESERVED_SPECIMEN","PRESENT","Takydromus viridipunctatus",121.798667,25.145167,NA,2009,8,17,"cdround,gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","779875238","KUZ R66561","Keelung",69,0,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus viridipunctatus",121.699064,25.214708,"New Taipei",2008,5,4,"cdround","https://www.inaturalist.org/observations/64226056","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2980833215","64226056",NA,NA,NA,NA,NA,NA
"7e380070-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Takydromus viridipunctatus",121.86042,24.58983,NA,2003,6,21,"gass84,incomis,inmafu",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1056321887","2008.266","Su-ao",NA,NA,"ASIA",NA,NA
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Takydromus viridipunctatus",121.832,24.5261,"Yi-Lan Hsien",2003,6,21,"gass84",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1318919142","USNM 565985","Dong-ao",NA,NA,"ASIA","Ethanol","PhysicalObject"
