"","species","long","lat","pa"
"1","G.brevicauda",127.66375,37.994833,1
"2","G.brevicauda",127.618639,37.752222,1
"3","G.brevicauda",127.729833,37.8425,1
"4","G.brevicauda",127.569028,37.815556,1
"5","G.brevicauda",127.589861,37.845833,1
"6","G.brevicauda",127.693944,37.914139,1
"7","G.brevicauda",128.804736,37.893283,1
"8","G.brevicauda",128.23392,37.58253,1
"9","G.brevicauda",127.865756,38.218242,1
"10","G.brevicauda",128.455047,38.339397,1
"11","G.brevicauda",128.666528,37.419069,1
"12","G.brevicauda",129.012292,37.488825,1
"13","G.brevicauda",128.363028,37.219217,1
"14","G.brevicauda",129.066583,37.234797,1
"15","G.brevicauda",128.490292,37.145639,1
"16","G.brevicauda",127.533667,37.949417,1
"17","G.brevicauda",127.103514,37.695817,1
"18","G.brevicauda",127.598472,37.641111,1
"19","G.brevicauda",127.588917,37.931222,1
"20","G.brevicauda",126.949233,36.934661,1
"21","G.brevicauda",127.221872,37.549428,1
"22","G.brevicauda",126.966508,36.941086,1
"23","G.brevicauda",126.782133,37.896731,1
"24","G.brevicauda",127.407858,37.044625,1
"25","G.brevicauda",127.174422,37.035764,1
"26","G.brevicauda",127.257728,37.029836,1
"27","G.brevicauda",127.540444,37.48875,1
"28","G.brevicauda",127.34825,37.265806,1
"29","G.brevicauda",127.429183,37.011256,1
"30","G.brevicauda",127.535386,37.147108,1
"31","G.brevicauda",127.402275,37.021889,1
"32","G.brevicauda",127.566378,37.144186,1
"33","G.brevicauda",127.209536,37.033125,1
"34","G.brevicauda",127.431244,37.097489,1
"35","G.brevicauda",127.317708,37.030825,1
"36","G.brevicauda",128.026389,35.544167,1
"37","G.brevicauda",128.156944,35.405,1
"38","G.brevicauda",128.023333,35.513056,1
"39","G.brevicauda",128.053889,35.484444,1
"40","G.brevicauda",127.681975,35.722714,1
"41","G.brevicauda",128.081111,35.510278,1
"42","G.brevicauda",127.823986,35.689942,1
"43","G.brevicauda",128.141944,35.478611,1
"44","G.brevicauda",128.063056,35.595,1
"45","G.brevicauda",128.102111,35.633028,1
"46","G.brevicauda",128.100556,35.455,1
"47","G.brevicauda",128.060833,35.568611,1
"48","G.brevicauda",128.031889,35.641056,1
"49","G.brevicauda",128.0975,35.601944,1
"50","G.brevicauda",128.022778,35.609167,1
"51","G.brevicauda",128.016111,35.483611,1
"52","G.brevicauda",128.710983,35.517811,1
"53","G.brevicauda",128.397231,35.558397,1
"54","G.brevicauda",128.364722,35.553333,1
"55","G.brevicauda",128.056944,35.526111,1
"56","G.brevicauda",128.129278,35.7645,1
"57","G.brevicauda",128.185278,35.442222,1
"58","G.brevicauda",128.148333,35.546111,1
"59","G.brevicauda",128.268889,35.574444,1
"60","G.brevicauda",128.271406,35.265233,1
"61","G.brevicauda",128.399803,35.323808,1
"62","G.brevicauda",128.853219,35.530594,1
"63","G.brevicauda",129.083786,35.350282,1
"64","G.brevicauda",128.454306,35.368167,1
"65","G.brevicauda",127.988614,35.543856,1
"66","G.brevicauda",127.947897,35.562928,1
"67","G.brevicauda",128.481417,35.337806,1
"68","G.brevicauda",128.494028,35.276972,1
"69","G.brevicauda",128.430417,35.385,1
"70","G.brevicauda",128.446722,35.381833,1
"71","G.brevicauda",128.406222,35.314056,1
"72","G.brevicauda",127.923972,35.5515,1
"73","G.brevicauda",127.915833,35.564139,1
"74","G.brevicauda",127.905444,35.529472,1
"75","G.brevicauda",127.911083,35.542028,1
"76","G.brevicauda",127.933778,35.525111,1
"77","G.brevicauda",127.814833,35.495389,1
"78","G.brevicauda",127.821,35.542583,1
"79","G.brevicauda",127.848389,35.528611,1
"80","G.brevicauda",127.929889,35.488389,1
"81","G.brevicauda",128.08117,35.57838,1
"82","G.brevicauda",128.0125,34.818611,1
"83","G.brevicauda",128.997639,35.292806,1
"84","G.brevicauda",128.906917,35.373056,1
"85","G.brevicauda",128.674167,36.986389,1
"86","G.brevicauda",129.335833,36.82,1
"87","G.brevicauda",128.760556,36.912222,1
"88","G.brevicauda",129.298333,36.855278,1
"89","G.brevicauda",129.11735,36.976942,1
"90","G.brevicauda",129.354314,35.722428,1
"91","G.brevicauda",128.920556,35.673611,1
"92","G.brevicauda",129.267608,35.658725,1
"93","G.brevicauda",128.309617,35.729064,1
"94","G.brevicauda",129.246131,36.933969,1
"95","G.brevicauda",128.662778,36.921111,1
"96","G.brevicauda",129.429056,35.660694,1
"97","G.brevicauda",128.699658,35.731194,1
"98","G.brevicauda",128.691389,36.954167,1
"99","G.brevicauda",129.39005,35.696189,1
"100","G.brevicauda",129.386556,35.719281,1
"101","G.brevicauda",128.598889,36.772778,1
"102","G.brevicauda",129.389444,36.794167,1
"103","G.brevicauda",128.525556,36.835556,1
"104","G.brevicauda",128.5475,36.838333,1
"105","G.brevicauda",128.932181,36.929764,1
"106","G.brevicauda",128.785556,36.763889,1
"107","G.brevicauda",128.808056,36.809722,1
"108","G.brevicauda",128.866389,36.866389,1
"109","G.brevicauda",128.723611,36.784444,1
"110","G.brevicauda",129.023611,36.991389,1
"111","G.brevicauda",128.769333,36.507017,1
"112","G.brevicauda",128.457306,35.838306,1
"113","G.brevicauda",128.793336,36.615328,1
"114","G.brevicauda",128.921453,36.556778,1
"115","G.brevicauda",128.624722,36.633611,1
"116","G.brevicauda",128.100056,35.950528,1
"117","G.brevicauda",128.465376,36.459265,1
"118","G.brevicauda",128.150861,35.967056,1
"119","G.brevicauda",128.188167,35.974417,1
"120","G.brevicauda",128.359213,36.31445,1
"121","G.brevicauda",128.113944,35.925389,1
"122","G.brevicauda",128.370125,36.387047,1
"123","G.brevicauda",128.109,35.975639,1
"124","G.brevicauda",128.642223,36.258299,1
"125","G.brevicauda",128.969306,36.323281,1
"126","G.brevicauda",128.763003,35.742925,1
"127","G.brevicauda",128.189136,36.0694,1
"128","G.brevicauda",128.314025,36.426658,1
"129","G.brevicauda",128.282872,36.443058,1
"130","G.brevicauda",128.267083,36.3414,1
"131","G.brevicauda",128.257933,36.472717,1
"132","G.brevicauda",128.599497,36.380739,1
"133","G.brevicauda",128.606033,36.34785,1
"134","G.brevicauda",128.389717,36.465964,1
"135","G.brevicauda",128.471583,36.2879,1
"136","G.brevicauda",128.401467,36.446667,1
"137","G.brevicauda",128.425767,36.316483,1
"138","G.brevicauda",128.336231,36.446969,1
"139","G.brevicauda",128.138853,36.234478,1
"140","G.brevicauda",128.36735,36.283417,1
"141","G.brevicauda",128.614094,36.306153,1
"142","G.brevicauda",128.467847,36.134725,1
"143","G.brevicauda",128.860961,36.066692,1
"144","G.brevicauda",128.514503,36.1766,1
"145","G.brevicauda",128.485689,36.174519,1
"146","G.brevicauda",128.658569,36.053989,1
"147","G.brevicauda",128.861253,36.004878,1
"148","G.brevicauda",128.632847,36.149789,1
"149","G.brevicauda",128.733978,36.238844,1
"150","G.brevicauda",128.305058,36.063072,1
"151","G.brevicauda",128.856111,35.965556,1
"152","G.brevicauda",128.968094,36.097197,1
"153","G.brevicauda",128.947783,36.019836,1
"154","G.brevicauda",128.935833,35.9825,1
"155","G.brevicauda",129.044972,36.191364,1
"156","G.brevicauda",128.615722,36.096222,1
"157","G.brevicauda",128.852464,36.176631,1
"158","G.brevicauda",128.322317,36.2274,1
"159","G.brevicauda",128.733336,36.184269,1
"160","G.brevicauda",128.360787,36.208952,1
"161","G.brevicauda",128.745711,36.099717,1
"162","G.brevicauda",128.273611,36.179031,1
"163","G.brevicauda",128.342394,36.171519,1
"164","G.brevicauda",129.023528,35.888408,1
"165","G.brevicauda",128.395861,36.240975,1
"166","G.brevicauda",128.841156,36.156492,1
"167","G.brevicauda",128.456519,36.220214,1
"168","G.brevicauda",129.062297,36.215158,1
"169","G.brevicauda",128.488475,36.237083,1
"170","G.brevicauda",128.382633,36.131575,1
"171","G.brevicauda",128.370694,35.682833,1
"172","G.brevicauda",128.401258,35.69675,1
"173","G.brevicauda",128.572631,35.768706,1
"174","G.brevicauda",129.315847,35.650775,1
"175","G.brevicauda",129.227925,35.530717,1
"176","G.brevicauda",129.300267,35.605622,1
"177","G.brevicauda",129.288733,35.602114,1
"178","G.brevicauda",129.302031,35.511286,1
"179","G.brevicauda",129.406097,35.644656,1
"180","G.brevicauda",129.25555,35.605536,1
"181","G.brevicauda",129.258219,35.643294,1
"182","G.brevicauda",129.192319,35.683244,1
"183","G.brevicauda",129.233742,35.597519,1
"184","G.brevicauda",129.139389,35.613542,1
"185","G.brevicauda",126.222125,37.765003,1
"186","G.brevicauda",126.252333,37.773564,1
"187","G.brevicauda",126.25865,37.809381,1
"188","G.brevicauda",126.391383,37.789567,1
"189","G.brevicauda",126.368508,37.673222,1
"190","G.brevicauda",126.411086,37.636547,1
"191","G.brevicauda",126.414592,37.643892,1
"192","G.brevicauda",126.149278,35.20825,1
"193","G.brevicauda",126.617639,35.119833,1
"194","G.brevicauda",126.589333,35.058944,1
"195","G.brevicauda",125.943694,34.684028,1
"196","G.brevicauda",125.981056,34.700972,1
"197","G.brevicauda",126.491,34.783139,1
"198","G.brevicauda",126.840333,35.048833,1
"199","G.brevicauda",126.775167,35.445361,1
"200","G.brevicauda",126.580694,34.982833,1
"201","G.brevicauda",126.222755,34.920639,1
"202","G.brevicauda",126.147021,35.202813,1
"203","G.brevicauda",127.465756,34.619978,1
"204","G.brevicauda",127.738611,34.998611,1
"205","G.brevicauda",127.044972,34.943944,1
"206","G.brevicauda",127.294889,34.786019,1
"207","G.brevicauda",126.898639,34.974,1
"208","G.brevicauda",127.760278,34.984722,1
"209","G.brevicauda",127.580786,34.678678,1
"210","G.brevicauda",127.276361,34.882639,1
"211","G.brevicauda",127.696111,34.823333,1
"212","G.brevicauda",127.455439,34.528108,1
"213","G.brevicauda",127.597706,34.770639,1
"214","G.brevicauda",127.209269,34.789761,1
"215","G.brevicauda",127.462167,34.948139,1
"216","G.brevicauda",127.529639,34.929472,1
"217","G.brevicauda",127.289672,34.640131,1
"218","G.brevicauda",126.970694,34.64225,1
"219","G.brevicauda",127.230861,34.960167,1
"220","G.brevicauda",127.347583,34.681225,1
"221","G.brevicauda",127.356028,34.745464,1
"222","G.brevicauda",126.170125,34.399433,1
"223","G.brevicauda",126.694,34.482139,1
"224","G.brevicauda",127.761214,36.020608,1
"225","G.brevicauda",126.751722,35.480444,1
"226","G.brevicauda",126.605725,35.707994,1
"227","G.brevicauda",127.026573,35.563252,1
"228","G.brevicauda",126.617081,35.658866,1
"229","G.brevicauda",126.946558,35.656186,1
"230","G.brevicauda",126.699344,35.943789,1
"231","G.brevicauda",126.852558,35.889139,1
"232","G.brevicauda",126.893056,35.898944,1
"233","G.brevicauda",126.855519,36.017336,1
"234","G.brevicauda",127.891556,35.948694,1
"235","G.brevicauda",126.873583,36.561639,1
"236","G.brevicauda",126.304611,36.910444,1
"237","G.brevicauda",126.409361,36.703861,1
"238","G.brevicauda",126.894308,36.695936,1
"239","G.brevicauda",126.076831,36.227486,1
"240","G.brevicauda",126.520653,37.052269,1
"241","G.brevicauda",126.259128,36.773556,1
"242","G.brevicauda",126.972222,36.206389,1
"243","G.brevicauda",126.996111,36.38,1
"244","G.brevicauda",127.219306,36.185361,1
"245","G.brevicauda",126.679925,36.021694,1
"246","G.brevicauda",127.866875,36.180372,1
"247","G.brevicauda",127.828456,37.032736,1
"248","G.brevicauda",127.811722,36.113561,1
"249","G.brevicauda",127.8125,37.098889,1
"250","G.brevicauda",127.716947,37.150247,1
"251","G.brevicauda",127.966842,37.065264,1
"252","G.brevicauda",128.379647,37.154794,1
"253","G.brevicauda",128.236286,37.160886,1
"254","G.brevicauda",127.942717,37.133286,1
"255","G.brevicauda",128.024442,37.1881,1
"256","G.brevicauda",128.323808,37.198578,1
"257","G.brevicauda",128.364975,37.060378,1
"258","G.brevicauda",128.340675,37.064064,1
"259","G.brevicauda",126.166706,34.98269,1
"260","G.brevicauda",126.147025,34.976404,1
"261","G.brevicauda",114.262016,31.076835,1
"262","G.brevicauda",118.490706,32.066683,1
"263","G.brevicauda",128.066646,38.135102,1
"264","G.brevicauda",118.514602,32.047118,1
"265","G.brevicauda",117.150024,31.876472,1
"266","G.brevicauda",119.297747,32.003486,1
"267","G.brevicauda",128.540157,35.900013,1
"268","G.brevicauda",114.245418,30.446155,1
"269","G.brevicauda",119.085098,31.874496,1
"270","G.brevicauda",118.648642,31.955588,1
"271","G.brevicauda",127.645942,38.062655,1
"272","G.brevicauda",120.073586,30.306962,1
"273","G.brevicauda",127.506701,36.665225,1
"274","G.brevicauda",126.198447,37.667973,1
"275","G.brevicauda",120.09512,32.367733,1
"276","G.brevicauda",118.87759,31.90167,1
"277","G.brevicauda",117.214468,29.344191,1
"278","G.brevicauda",121.885966,40.895422,1
"279","G.brevicauda",126.153645,36.780858,1
"280","G.brevicauda",119.006453,32.062145,1
"281","G.brevicauda",127.81761,37.968484,1
"282","G.brevicauda",112.100372,34.694344,1
"283","G.brevicauda",126.955776,35.63786,1
"284","G.brevicauda",118.614802,32.304074,1
"285","G.brevicauda",118.582318,32.310696,1
"286","G.brevicauda",121.868479,30.876638,1
"287","G.brevicauda",121.901012,30.947216,1
"288","G.brevicauda",118.711427,32.382785,1
"289","G.brevicauda",118.710082,32.356024,1
"290","G.brevicauda",117.224593,32.317649,1
"291","G.brevicauda",116.253808,40.033072,1
"292","G.brevicauda",127.883015,38.022174,1
"293","G.brevicauda",126.837229,37.590385,1
"294","G.brevicauda",117.33262,40.531542,1
"295","G.brevicauda",117.353804,40.505493,1
"296","G.brevicauda",127.462313,36.613525,1
"297","G.brevicauda",127.963065,38.146533,1
"298","G.brevicauda",117.353541,40.565887,1
"299","G.brevicauda",118.519739,31.81804,1
"300","G.brevicauda",118.869,30.037,1
"301","G.brevicauda",127.494427,35.836234,1
"302","G.brevicauda",120.013234,29.693518,1
"303","G.brevicauda",116.594526,40.593464,1
"304","G.brevicauda",127.198353,36.985817,1
"305","G.brevicauda",120.014047,29.68289,1
"306","G.brevicauda",119.22629,32.061845,1
"307","G.brevicauda",117.177376,31.860092,1
"308","G.brevicauda",123.434427,40.165616,1
"309","G.brevicauda",116.447649,40.438667,1
"310","G.brevicauda",128.143048,37.456123,1
"311","G.brevicauda",128.23566,36.563156,1
"312","G.brevicauda",127.589722,37.091389,1
"313","G.brevicauda",119.952477,30.060411,1
"314","G.brevicauda",126.580063,36.698033,1
"315","G.brevicauda",128.145,36.937778,1
"316","G.brevicauda",126.610235,37.744917,1
"317","G.brevicauda",128.545278,37.118056,1
"318","G.brevicauda",126.401667,36.430556,1
"319","G.brevicauda",126.622222,37.758889,1
"320","G.brevicauda",115.84639,39.943611,1
"321","G.brevicauda",128.664167,37.450833,1
"322","G.brevicauda",127.434822,37.271995,1
"323","G.brevicauda",128.611667,37.375,1
"324","G.brevicauda",128.896991,35.370244,1
"325","G.brevicauda",117.463749,40.642346,1
"326","G.brevicauda",126.324239,37.250416,1
"327","G.brevicauda",127.962919,36.853783,1
"328","G.brevicauda",127.295665,36.560292,1
"329","G.brevicauda",113.861174,30.30568,1
"330","G.brevicauda",118.610278,31.600833,1
"331","G.brevicauda",118.613056,31.610556,1
"332","G.brevicauda",128.386842,36.084045,1
"333","G.brevicauda",128.718658,36.545273,1
"334","G.brevicauda",127.41359,36.399074,1
"335","G.brevicauda",118.835281,31.760834,1
"336","G.brevicauda",126.765831,37.898888,1
"337","G.brevicauda",126.57634,36.748702,1
"338","G.brevicauda",126.928337,36.816113,1
"339","G.brevicauda",126.132155,36.723482,1
"340","G.brevicauda",119.716393,29.77,1
"341","G.brevicauda",120.121198,30.249919,1
"342","G.brevicauda",113.473458,28.539142,1
"343","G.brevicauda",127.484322,36.50457,1
"344","G.brevicauda",129.181366,36.846659,1
"345","G.brevicauda",126.633654,36.651043,1
"346","G.brevicauda",129.40042,36.993066,1
"347","G.brevicauda",117.922779,29.104797,1
"348","G.brevicauda",127.37124,36.403794,1
"349","G.brevicauda",128.481936,35.831314,1
"350","G.brevicauda",126.162357,36.6943,1
"351","G.brevicauda",126.591082,36.747481,1
"352","G.brevicauda",126.559238,36.700494,1
"353","G.brevicauda",127.699928,36.747138,1
"354","G.brevicauda",127.274551,36.141756,1
"355","G.brevicauda",127.043365,37.479368,1
"356","G.brevicauda",126.564045,36.686454,1
"357","G.brevicauda",127.440247,36.199923,1
"358","G.brevicauda",126.587402,36.741558,1
"359","G.brevicauda",115.977106,40.284465,1
"360","G.brevicauda",126.61417,36.706687,1
"361","G.brevicauda",126.991053,37.234702,1
"362","G.brevicauda",126.566191,36.689896,1
"363","G.brevicauda",127.157307,36.423493,1
"364","G.brevicauda",126.5161,37.493542,1
"365","G.brevicauda",129.40143,35.52287,1
"366","G.brevicauda",119.833461,30.640139,1
"367","G.brevicauda",119.6914,29.793539,1
"368","G.brevicauda",118.796919,32.060256,1
"369","G.brevicauda",120,33,1
"370","G.brevicauda",127.445833,39.1475,1
"371","G.brevicauda",127.166667,36.9,1
"372","G.brevicauda",111.285,30.714,1
"373","G.brevicauda",121.473811,31.230289,1
